dataset,status,n_features,refinement_type,r2,rmse,complexity,complexity_original,complexity_simplified,expr,expr_simplified,seconds,error,rows
230_machine_cpu,ok,6,NoRef,0.7692102608452025,78.42974004846974,37,37,37,(6.0 + (0.7000000000000001 * abs((((0.9 + (-1.0157486231470525 + (8.41758769093056e-05 * x_2))) + (0.6 + (0.8 * (-0.6323138508124196 + (0.02430107036173788 * x_3))))) * ((70.0 + (20.0 * (-0.7539783429454673 + (0.00025457276565311854 * x_1)))) + (0.01 + (-9.0 * tan(((0.02 + (9.0 * (-0.7047263654341995 + (0.14485639577270287 * x_4)))) + ((0.01 + (0.01 * (-0.7169976175893781 + (0.03797656872825096 * x_5)))) + (0.060000000000000005 + (0.2 * (-0.7692023071461158 + (0.003791788953692772 * x_0)))))))))))))),0.7000000000000001*Abs((0.0050914553130623708*x_1 - 9.0*tan(0.0007583577907385544*x_0 + 1.3037075619543258*x_4 + 0.0003797656872825096*x_5 - 6.4135477265129125) + 54.93043314109065)*(8.41758769093056e-5*x_2 + 0.0194408562893903*x_3 - 0.021599703796988211)) + 6.0,10.217092990875244,,200
344_mv,ok,10,NoRef,0.9710116198409215,1.6312318200687344,116,88,116,((-0.3 + (0.00921 * (0.07176828705486599 + (1.6917112741967857 * x_4)))) - ((((0.07930000000000001 * inv(((-60.300000000000004 + (-9.11 * ((-0.0009699999999999999 + (0.397 * (8.731675768609247 + (0.6975312065809712 * x_1)))))**2)) - (-9.700000000000001 + (29.5 * sqrt(((68.1 + (-2.64 * (8.731675768609247 + (0.6975312065809712 * x_1)))) - (-0.00409 + (-3.93 * (1.3389884173455886 + (0.3190495684869531 * x_3))))))))))) * (((-1.79 + (-6.57 * (-0.7257530966188903 + (2.1036321641127254 * x_6)))) * (-0.47700000000000004 + (-0.015500000000000002 * (-19.94909374672912 + (0.018109774499670123 * x_9))))) - (0.002 + (0.792 * (-0.6964409092807232 + (1.5476464650682737 * x_2)))))) + ((((16.1 + (63.300000000000004 * (0.9175113942281458 + (0.09481017314613248 * x_5)))) + (-0.86 + (0.00599 * (-0.5619514869490163 + (2.341464528954235 * x_7))))) - (87.60000000000001 + (0.008879999999999999 * (-0.5619514869490163 + (2.341464528954235 * x_7))))) * (-0.08220000000000001 + (-0.05330000000000001 * arctan((2.66 + (-3.52 * (-0.5619514869490163 + (2.341464528954235 * x_7))))))))) - ((0.052700000000000004 + (0.00415 * (-2.4616167895905274 + (0.008477159847985765 * x_8)))) + (1.5 + (2.62 * (-0.08262425328176871 + (0.3485338209019501 * x_0))))))),(-0.097200864826491987*x_2 + 0.07930000000000001*(13.820863318220606*x_6 - 2.978197844786109)*(0.00028070150474488694*x_9 + 0.16778904692569864) + (9.11*(0.2769198890126456*x_1 + 3.465505280137871)**2 + 29.5*sqrt(-1.841482385373764*x_1 + 1.253864804153726*x_3 + 50.314690451039744) + 50.600000000000003)*(0.9131586107631093*x_0 + 0.015580660835352395*x_4 + 3.518021336914092e-5*x_8 + (0.05330000000000001*atan(8.241955141918907*x_7 - 4.638069234060538) - 0.08220000000000001)*(-6.0014839601501864*x_5 + 0.006766832488677738*x_7 + 14.279904705561092) + 1.0266697326487406) + 0.0435817891719214)/(9.11*(0.2769198890126456*x_1 + 3.465505280137871)**2 + 29.5*sqrt(-1.841482385373764*x_1 + 1.253864804153726*x_3 + 50.314690451039744) + 50.600000000000003),7.766045808792114,,200
485_analcatdata_vehicle,ok,4,NoRef,0.22661100484369479,247.43711791277116,68,68,68,(0.0056 + (0.00582 * (((0.73 + (-0.0057399999999999994 * (-1.0 + (2.0 * x_1)))) * (((0.0142 + (-1.0 + (2.0 * x_2))) - ((-5.26 + (0.00129 * (-1.0 + (2.0 * x_1)))) + (((36.4 + inv((-0.060000000000000005 * (-1.0 + (2.0 * x_2))))) + (-5.67 + (-0.155 * (-1.0 + (2.0 * x_0))))) * (-0.23900000000000002 + (0.187 * cos((-0.7190000000000001 + (14.6 * (-1.0 + (2.0 * x_0)))))))))) * ((-24.6 + (-0.0529 * ((0.00502 * (-1.4638501094227998 + (0.5855400437691199 * x_3))))**2)) + (7.22 + (0.0921 * (-1.0 + (2.0 * x_1))))))))**2)),0.00582*(0.73573999999999998 - 0.011479999999999999*x_1)**2*(0.1842*x_1 - 0.0529*(0.002939411019720982*x_3 - 0.0073485275493024552)**2 - 17.4721)**2*(-0.00258*x_1 + 2.0*x_2 - (0.187*cos(29.2*x_0 - 15.319) - 0.23900000000000002)*(-0.31*x_0 + 30.885 + 1/(0.060000000000000005 - 0.12000000000000001*x_2)) + 4.27549)**2 + 0.0056,7.8885767459869385,,48
519_vinnie,ok,2,NoRef,0.6398355787659964,1.8165027832561798,45,45,45,((-3.34 + (2.67 * (-3.050344651934337 + (0.22536717044213794 * x_1)))) - (-3.38 + (-3.7 * log((-0.521 + (1.3 * sqrt(((41.4 + (-0.5690000000000001 * (-3.050344651934337 + (0.22536717044213794 * x_1)))) * (0.00139 + (-0.883 * tan((-0.78 + (0.35800000000000004 * sin((0.0042 + (3.08 * sin((-59.4 + (7.87 * (-128.04990782468957 + (1.4940774496784266 * x_0))))))))))))))))))))),0.60173034508050828*x_1 + 3.7*log(1.3*sqrt((0.12823391998157651*x_1 - 43.13564610695064)*(0.883*tan(0.35800000000000004*sin(3.08*sin(11.758389528969218*x_0 - 1067.1527745803069) + 0.0042) - 0.78) - 0.00139)) - 0.521) - 8.10442022066468,4.5991926193237305,,200
522_pm10,ok,7,BFGS,0.00011962959508693416,0.8713334936955317,81,81,81,(1.373923782858647 + (0.0014982423636864712 * sqrt((-0.031228222407458026 + (0.4536939742199029 * abs(((((((-0.003768557862991852 + (9.149196048537167 * (-7.079162907839687 + (0.987710095069961 * x_0)))) + (0.0026414421372213826 + (-0.006972744988824033 * (-1.7456009505041916 + (0.5312236624740025 * x_2))))) - (-1.357111442134613 + (1.3901245843936358 * inv((-2.269776964184237e-05 + (5.452117125103383e-09 * cos((0.24846388961755295 + (-0.865111764634237 * sin((((-0.0737110552680933 + (0.06995838325348343 * (-1.6816570543158895 + (0.011591759038935135 * x_4)))) + (-0.03431105526592056 + (4.530541337530451 * (-2.0008354353416413 + (0.15444503553389743 * x_5))))) - (6.574511055263284 + (-6.810541337530989 * (-2.0008354353416413 + (0.15444503553389743 * x_5))))))))))))))) * ((0.5842091178466611 + (-1.2249056959601454 * (-1.5591481867057306 + (0.005027969450348218 * x_6)))) - (-60.45220911783358 + (-1.2267143040304518 * (-1.5591481867057306 + (0.005027969450348218 * x_6)))))) + (-78.60000530915416 + (53.490298343832485 * ((-0.020395873981621952 + (-6.164916453880234 * sin((-0.20075179108296182 + (-96.51523214190829 * (-0.19671235889801858 + (0.1523720850826871 * x_1))))))))**2))) - (-0.08879469084591707 + (-0.061547808660031116 * ((0.03325497261070147 + (9.894914927305408 * (-0.12981253370068688 + (0.9947320404949649 * x_3)))))**3))))))))),0.0014982423636864712*sqrt(0.4536939742199029*Abs(0.061547808660031116*(9.842788916162596*x_3 - 1.2512290048555615)**3 + (9.0936261251538155e-6*x_6 + 61.033598347686962)*(9.036753298914357*x_0 - 0.00370408713046035*x_2 - 63.400493346668789 - 1.3901245843936358/(5.452117125103383e-9*cos(0.865111764634237*sin(0.00081094072142785492*x_4 + 1.7515739167427326*x_5 - 29.491819265906155) - 0.24846388961755295) - 2.269776964184237e-5)) + 53.490298343832485*(6.164916453880234*sin(14.70622716370215*x_1 - 18.78498719314168) - 0.020395873981621952)**2 - 78.51121061830824) - 0.031228222407458026) + 1.373923782858647,9.109190464019775,,200
523_analcatdata_neavote,ok,2,NoRef,0.9391624558387932,0.9737752812195605,59,59,59,(-0.321 + (1.41 * abs(((0.792 + (0.628 * inv((5.4 + (4.48 * inv((-1.0 + (-2.2800000000000002 * cos(((-18.3 + (0.908 * (-1.1000004629242885 + (1.0091747366277877 * x_0)))) * ((-2.97 + (-0.0926 * (-32.42453434284643 + (3.268602252303068 * x_1)))) + (-0.558 + (0.0683 * inv((0.335 + (-0.24700000000000003 * sqrt((3.74 + (-0.00349 * (-1.1000004629242885 + (1.0091747366277877 * x_0))))))))))))))))))))) * (2.94 + (-4.83 * (-1.1000004629242885 + (1.0091747366277877 * x_0)))))))),1.41*Abs((0.792 + 0.628/(5.4 - 4.48/(2.2800000000000002*cos((0.91633066085803126*x_0 - 19.298800420335255)*(0.3026725685632641*x_1 + 0.5254881198524208 - 0.0683/(0.335 - 0.24700000000000003*sqrt(3.743839001615606 - 0.0035220198308309791*x_0)))) + 1.0)))*(4.8743139779122147*x_0 - 8.2530022359243135)) - 0.321,3.9364678859710693,,100
529_pollen,ok,4,NoRef,0.6275358008947569,2.063064039999246,28,28,28,((-0.11 + (-4.65 * (0.13411228300539055 + (0.09366364070564696 * x_3)))) + ((0.0009 + (-6.01 * (-0.14240534481180597 + (0.1466357845322108 * x_0)))) + ((0.09820000000000001 + (1.8 * cos(((98.60000000000001 + (4.39 * (-0.030628056605373096 + (0.1278483556294714 * x_2)))) * (0.006189999999999999 + (6.05 * (-0.030628056605373096 + (0.1278483556294714 * x_2)))))))) + (0.09250000000000001 + (0.67 * (0.008717172475124766 + (0.20153683119485272 * x_1))))))),-0.8812810650385869*x_0 + 0.13502967690055133*x_1 - 0.4355359292812584*x_3 + 1.8*cos((0.5612542812133794*x_2 + 98.465542831502422)*(0.7734825515583019*x_2 - 0.17910974246250723)) + 0.31967451190222135,6.8163230419158936,,200
537_houses,ok,8,NoRef,0.4516008876155927,74120.23068630863,65,65,65,((38.2 + (-55.300000000000004 * (((0.596 + (1.95 * arctan(((-0.0854 + (-1.17 * (-1.516023044552607 + (0.4819862123055841 * x_0)))) - (((-35.6 + (-1.2807665932048524 + (0.0031092227789157063 * x_5))) - (4.23 + (65.6 * inv((-8.2 + (-7.54 * (-1.2904738757872565 + (0.0029224672776394607 * x_3)))))))) * ((0.00402 + (0.00405 * (4732.105772728812 + (38.70787762899494 * x_7)))) * (-5.96 + (7.17 * (-1.616400063304611 + (0.0017131956155851734 * x_4)))))))))) - ((-0.00327 + (1.55 * sin((84.60000000000001 * (-1931.3382469098758 + (51.06894768888684 * x_6)))))) + ((-0.00426 + (0.616 * (-1.5066316366506536 + (0.0007951087204436459 * x_2)))) - (-14.5 + (0.009899999999999999 * (-4.071076517823106 + (0.09225190387090654 * x_1))))))))**3)) + (6.2700000000000005 + (-3.7600000000000002 * (-1.616400063304611 + (0.0017131956155851734 * x_4))))),-0.0064416155146002523*x_4 - 55.300000000000004*(0.0009132938483219747*x_1 - 0.0004897869717932859*x_2 - 1.55*sin(4320.432974479827*x_6 - 163391.21568857551) - 1.95*atan(0.5639238683975334*x_0 + (0.012283612563745693*x_4 - 17.54958845389406)*(0.1567669043974295*x_7 + 19.16904837955169)*(0.0031092227789157063*x_5 - 41.110766593204854 - 65.6/(1.5301730234359148 - 0.022035403273401534*x_3)) - 1.68834696212655) - 13.008688569349646)**3 + 50.547664238025341,11.282999992370605,,200
547_no2,ok,7,BFGS,2.355214242166781e-05,0.7378302644279412,99,99,99,((-0.22229060580365767 + (3.56789587874189 * cos(((0.0004851235679456138 + (-0.00671450463743093 * cos((-0.2954797702691216 + (6.4798774008599365 * (-6.654222247738914 + (0.9476037076783185 * x_0))))))) - (((((-0.005164612967235058 * inv(((0.23997384026001398 + (-5.459979193684016 * (-0.16485779278081106 + (0.16091536708568774 * x_1)))) + (-46.40002615974003 + (63.299983036987314 * (-1.5089883784697682 + (0.0049762181060208684 * x_6))))))) * (-0.24592589766382397 + (0.024922284303746687 * (-1.8397826257177994 + (0.14854926327959622 * x_5))))) + (3.6428725615201074 + (0.06890108189626061 * (-1.593513108814246 + (0.5093537168700765 * x_2))))) * (-0.06936498035966782 + (-0.00020126668362743132 * (-1.664176255098275 + (0.011106799904836887 * x_4))))) - (-0.25227487643205493 + (-0.4670000005791096 * ((0.0031301788263664036 + (-0.0007303383263621942 * inv((17.200000000065 + (-61.19999999997766 * (-0.1634556815138494 + (0.9729504782544822 * x_3))))))))**3))))))) + (0.3110093941963422 + (6.515553457933081e-06 * arctan((((0.031855455526274924 + (-0.01722625431793362 * (-6.654222247738914 + (0.9476037076783185 * x_0)))) + (0.935355455526275 + (-66.29922625431797 * (-6.654222247738914 + (0.9476037076783185 * x_0))))) - ((0.6379333994713509 + (-0.0878644367188953 * cos((0.6695658854287082 + (-4.511013277981985 * inv((-0.5398049683373733 + (0.013241549932135131 * (-1.8397826257177994 + (0.14854926327959622 * x_5)))))))))) * ((-28.80075553382052 + (85.90008987365329 * (-0.1634556815138494 + (0.9729504782544822 * x_3)))) - (0.00929553382051675 + (89.30020564273012 * (-0.16485779278081106 + (0.16091536708568774 * x_1))))))))))),3.56789587874189*cos(0.4670000005791096*(0.0031301788263664036 - 0.0007303383263621942/(27.20348770870893 - 59.54456926915257*x_3))**3 + (-2.23542878255999e-6*x_4 - 0.069030037123832672)*(0.03509502216022988*x_2 - 0.005164612967235058*(0.003702186972566215*x_5 - 0.29177748331905655)/(-0.87859455623188079*x_1 + 0.31499452169947011*x_6 - 140.77887096112744) + 3.5330777843069322) + 0.00671450463743093*cos(6.1403558503558216*x_0 - 43.41402413369192) + 0.25178975286410932) - 6.515553457933081e-6*atan(62.84171627725651*x_0 + (0.6379333994713509 - 0.0878644367188953*cos(0.6695658854287082 - 4.511013277981985/(0.001967022487098661*x_5 - 0.56416654184009023)))*(-14.369775371827321*x_1 + 83.57653352467397*x_3 - 28.129074002906932) - 442.2516245851387) + 0.088718788392684531,7.857736349105835,,200
556_analcatdata_apnea2,ok,3,BFGS,7.014117053838476e-08,3064.538624536551,49,49,49,(874.9995602438064 + (92.92097970741965 * ((0.022604407360304425 + (0.021332535320309643 * inv((-0.723856399787695 + (-0.0009554422364761103 * (((-0.13218379062575938 + (-203.5747863233958 * exp((((-1.414213562373095 + (0.7071067811865475 * x_0)) * (11.161661686677055 + (-17.93352055533451 * cos((-1.6429045079668196 + (-65.11192462678144 * (-1.414213562373095 + (0.7071067811865475 * x_1)))))))) * (-0.8386741382763642 + (1.998902162236759 * (-1.414213562373095 + (0.7071067811865475 * x_1)))))))) + (-5.65618379029748 + (-0.1482510004738262 * (-1.9639610121239315 + (0.4364357804719848 * x_2))))))**3))))))**3)),92.92097970741965*(0.022604407360304425 + 0.021332535320309643/(-0.0009554422364761103*(-0.06470204109754693*x_2 - 203.5747863233958*exp((11.161661686677055 - 17.93352055533451*cos(46.04108343970452*x_1 - 90.439262371442214))*(0.7071067811865475*x_0 - 1.414213562373095)*(1.413437273846065*x_1 - 3.665548685968493)) - 5.4972083959842785)**3 - 0.723856399787695))**3 + 874.9995602438064,8.785207033157349,,200
557_analcatdata_apnea1,ok,3,BFGS,0.36924026014783484,2455.6011240113417,48,48,48,(-0.06300815320236411 + (0.7560816605701935 * sqrt((24.8000022986459 + (0.010876107627259546 * exp(((0.012150340707635637 + (0.07330609185756742 * inv((-2.7999403339383067 + (0.07070276307550939 * (-1.9639610121239315 + (0.4364357804719848 * x_2))))))) - (-0.018980340588952108 + (24.02765188661204 * cos((0.6191360505366768 + (-36.311455647412686 * (((-0.006296611182047338 + (46.692601796900085 * (-1.414213562373095 + (0.7071067811865475 * x_0)))) + (0.0017633889219056849 + (-79.70566304226999 * sin((-0.05388944264673164 + (-0.13470375452077046 * (-1.414213562373095 + (0.7071067811865475 * x_1)))))))))**2)))))))))))),0.7560816605701935*sqrt(0.011220013506339321*exp(-24.02765188661204*cos(36.311455647412686*(33.016655361831223*x_0 + 79.70566304226999*sin(0.095249938272924847*x_1 - 0.13661043389911805) - 66.037843945922588)**2 - 0.6191360505366768) + 0.07330609185756742/(0.03085721558438577*x_2 - 2.9387978040680427)) + 24.8000022986459) - 0.06300815320236411,6.832183599472046,,200
561_cpu,ok,7,NoRef,0.9962148473632711,9.668290921393917,56,58,56,(0.061000000000000006 + (0.00233 * (((((-24.0 * (-0.7539783429454673 + (0.00025457276565311854 * x_2))) + (((0.598 + (-9.88 * exp((0.02 + (-0.00083 * (-2.133033539448027 + (0.13828418408090937 * x_0))))))) - (99.3 + (0.9500000000000001 * (-0.7169976175893781 + (0.03797656872825096 * x_6))))) - ((6.13 + (-0.894 * (-1.0157486231470525 + (8.41758769093056e-05 * x_3)))) + ((0.215 + (1.7 * inv(((0.04190000000000001 + (0.652 * (-0.7692023071461158 + (0.003791788953692772 * x_1)))) - (-0.542 + (0.0105 * (-0.7047263654341995 + (0.14485639577270287 * x_5)))))))) * (0.874 + (1.54 * (-0.7169976175893781 + (0.03797656872825096 * x_6)))))))) + (-0.07 + (-25.900000000000002 * (-0.6323138508124196 + (0.02430107036173788 * x_4))))) - ((0.054900000000000004 + (3.87 * (-0.7047263654341995 + (0.14485639577270287 * x_5)))) + (58.1 + (57.5 * (-1.0157486231470525 + (8.41758769093056e-05 * x_3)))))))**2)),0.00233*(0.006109746375674845*x_2 + 0.00476485968832815*x_3 + 0.62939772236901114*x_4 + 0.56059425164036012*x_5 + 0.03607774029183842*x_6 + (0.215 + 1.7/(0.002472246397807687*x_1 - 0.0015209921556133802*x_5 + 0.08977972257779161))*(0.05848391584150648*x_6 - 0.2301763310876423) + 67.678585700464797 + 10.09745013000538*exp(-0.00011477587278715478*x_0))**2 + 0.061000000000000006,9.230100154876709,,200
564_fried,ok,10,NoRef,0.6889395813274166,2.747689555240848,106,100,106,((-45.5 + (-0.025 * inv((96.3 * (-1.9240942347694134 + (3.69350448997641 * x_9)))))) + ((((0.00835 + (-0.21000000000000002 * abs(((-9.72 + (16.8 * (-1.773506662490512 + (3.508247186303262 * x_0)))) - (((0.49000000000000005 + (-1.607933134680659 + (3.167467366535192 * x_8))) - (((-0.2 + (-0.041 * (-1.720003460115014 + (3.637178355927193 * x_5)))) + (-88.9 + (-0.014 * (-1.8698296358353992 + (3.6196322750179175 * x_6))))) - (-0.0086 + (3.41 * cos((-34.4 + (9.89 * (-1.796837581375697 + (3.5565800417739046 * x_7))))))))) * (-0.0007 + (0.10600000000000001 * ((0.00843 + (-0.017 * (-1.720003460115014 + (3.637178355927193 * x_5)))))**2))))))) - (-75.7 + (0.75 * (-1.6828104573254623 + (3.7222908179660887 * x_2))))) - (((-0.00756 + (-30.0 * abs((-0.00134 + (0.09910000000000001 * (-1.6828104573254623 + (3.7222908179660887 * x_2))))))) - (-0.00437 + (0.759 * (-1.7104407863161182 + (3.5565645061896443 * x_4))))) - (((98.5 * ((0.00225 * (-1.962363239855984 + (3.5856659102912434 * x_1))))**3) + (-0.117 + (-0.06820000000000001 * ((0.0639 + (-4.41 * (-1.962363239855984 + (3.5856659102912434 * x_1)))))**2))) + (-12.4 + (-0.0059499999999999996 * (-1.9240942347694134 + (3.69350448997641 * x_9))))))) + (-0.0066 + (3.3000000000000003 * (-1.7072590503875993 + (3.406682733645306 * x_3)))))),((355.684482384728*x_9 - 185.29027480829451)*(-2.7917181134745665*x_2 + 11.242053021029511*x_3 + 2.6994324601979401*x_4 - 0.021976351715359638*x_9 + 98.5*(0.008067748298155297*x_1 - 0.004415317289675964)**3 - 0.06820000000000001*(15.812786664384384*x_1 - 8.71792188776489)**2 + 30.0*Abs(0.36887902006043942*x_2 - 0.16810651632095333) - 0.21000000000000002*Abs(-58.9385527298948*x_0 + (0.10600000000000001*(0.06183203205076229*x_5 - 0.03767005882195524)**2 - 0.0007)*(0.1491243125930149*x_5 + 0.050674851850250846*x_6 + 3.167467366535192*x_8 + 3.41*cos(35.174576613143919*x_7 - 52.17072367980564) + 87.876769108552936) + 39.5149119298406) + 12.029316780597965) - 0.025)/(355.684482384728*x_9 - 185.29027480829451),8.483386993408203,,200
579_fri_c0_250_5,ok,5,NoRef,0.5280363094365634,0.6770298160882231,32,32,32,((-1.0 + (0.3 * (0.005461379359663086 + (0.9984585108671526 * x_4)))) + ((0.1 + (0.6 * (-0.06946253611908115 + (1.0023314177985747 * x_3)))) + (0.02 + (1.5 * sin(((0.7000000000000001 + (0.8 * (-0.02274143198027288 + (1.0121437364720292 * x_1)))) + ((0.1 + (0.7000000000000001 * (-0.013457740978846304 + (0.9847731451468804 * x_0)))) + (-0.060000000000000005 + (0.006999999999999999 * ((0.01 + (-7.8 * (0.002356872848593581 + (1.0237945973760811 * x_2)))))**2))))))))),0.6013988506791448*x_3 + 0.2995375532601458*x_4 + 1.5*sin(0.6893412016028164*x_0 + 0.8097149891776234*x_1 + 0.006999999999999999*(7.9855978595334324*x_2 + 0.008383608219029931)**2 + 0.71238643573058937) - 0.9200391078635498,5.4515745639801025,,200
591_fri_c1_100_10,ok,10,NoRef,0.49664366827242035,0.705919799916642,57,57,57,((-0.1 + (1.2 * sin((-1.6 * (-3.2198895784854976e-09 + (1.00503782205916 * x_1)))))) + ((0.01 + (0.5 * (2.134112838164798e-09 + (1.0050378109985483 * x_3)))) + (-0.01 + (-0.6 * sin(((0.006 + (0.3 * (-6.294696838797298e-10 + (1.0050378125173551 * x_2)))) + ((0.02 + (0.02 * (5.279121260744071e-09 + (1.0050378172397734 * x_8)))) + ((0.02 + (0.02 * (-2.2838751521040537e-09 + (1.0050378162329852 * x_5)))) + ((0.002 + (0.02 * (-6.364898005776579e-10 + (1.0050378226906627 * x_9)))) + ((0.002 + (2.0 * (2.8080432239977528e-09 + (1.0050378175357129 * x_0)))) + (-0.3 + (-0.001 * inv(((0.02 + (0.02 * (-2.3025954316862416e-09 + (1.0050378109487454 * x_7)))) + ((0.060000000000000005 + (0.060000000000000005 * (1.020255702066691e-09 + (1.005037815122467 * x_4)))) + (0.02 + (-0.01 * (-9.126140610221942e-10 + (1.0050378224669032 * x_6))))))))))))))))))),0.50251890549927415*x_3 - 1.2*sin(1.60806051529466*x_1 - 5.1518233255767964e-9) - 0.6*sin(2.0100756350714258*x_0 + 0.30151134375520652*x_2 + 0.020100756324659704*x_5 + 0.020100756344795468*x_8 + 0.020100756453813254*x_9 - 0.24999999452557932 - 0.001/(0.060302268907348026*x_4 - 0.010050378224669032*x_6 + 0.020100756218974908*x_7 + 0.10000000002428958)) - 0.09999999893294359,7.80680775642395,,100
